locus_tag	ftype	length_bp	gene	EC_number	COG	product
GLHBOIPB_00328	CDS	2085	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
GLHBOIPB_00329	CDS	1317	gntT		COG2610	High-affinity gluconate transporter
GLHBOIPB_00330	CDS	576	nfuA		COG0316	Fe/S biogenesis protein NfuA
GLHBOIPB_00331	CDS	684	prs_1			Putative ribose-phosphate pyrophosphokinase
GLHBOIPB_00332	CDS	771	bioH	3.1.1.85	COG0596	Pimeloyl-[acyl-carrier protein] methyl ester esterase
GLHBOIPB_00333	CDS	594				ISNCY family transposase ISRor2
GLHBOIPB_00334	CDS	237	feoC			putative [Fe-S]-dependent transcriptional repressor FeoC
GLHBOIPB_00335	CDS	2322	feoB		COG0370	Fe(2+) transporter FeoB
GLHBOIPB_00336	CDS	228	feoA		COG1918	Fe(2+) transport protein A
GLHBOIPB_00337	CDS	2322	yhgF		COG2183	Protein YhgF
GLHBOIPB_00338	CDS	477	greB		COG0782	Transcription elongation factor GreB
GLHBOIPB_00339	CDS	720	ompR			Transcriptional regulatory protein OmpR
GLHBOIPB_00340	CDS	1353	envZ	2.7.13.3		Osmolarity sensor protein EnvZ
GLHBOIPB_00341	CDS	297				hypothetical protein
GLHBOIPB_00342	CDS	153				hypothetical protein
GLHBOIPB_00343	CDS	1623	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
GLHBOIPB_00344	CDS	1188				hypothetical protein
GLHBOIPB_00345	CDS	525				hypothetical protein
GLHBOIPB_00346	CDS	879	hslO		COG1281	33 kDa chaperonin
GLHBOIPB_00347	CDS	402	hslR		COG1188	Heat shock protein 15
GLHBOIPB_00348	CDS	669	yrfG	3.1.3.5	COG1011	GMP/IMP nucleotidase YrfG
GLHBOIPB_00349	CDS	2136	yrfF			Putative membrane protein IgaA 
GLHBOIPB_00350	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
GLHBOIPB_00351	CDS	2553	mrcA		COG5009	Penicillin-binding protein 1A
GLHBOIPB_00352	CDS	780				hypothetical protein
GLHBOIPB_00353	CDS	540				hypothetical protein
GLHBOIPB_00354	CDS	441				hypothetical protein
GLHBOIPB_00355	CDS	405				hypothetical protein
GLHBOIPB_00356	CDS	1209	pilQ		COG4796	Type IV pilus biogenesis and competence protein PilQ
GLHBOIPB_00357	CDS	522	aroK	2.7.1.71	COG0703	Shikimate kinase 1
GLHBOIPB_00358	CDS	1089	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
GLHBOIPB_00359	CDS	1287	damX		COG3266	Cell division protein DamX
GLHBOIPB_00360	CDS	837	dam	2.1.1.72	COG0338	DNA adenine methylase
GLHBOIPB_00361	CDS	678	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
GLHBOIPB_00362	CDS	759	gph	3.1.3.18	COG0546	Phosphoglycolate phosphatase
GLHBOIPB_00363	CDS	1005	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
GLHBOIPB_00364	CDS	906				hypothetical protein
GLHBOIPB_00365	CDS	363				hypothetical protein
GLHBOIPB_00366	CDS	1164	yhfX		COG3457	putative protein YhfX
GLHBOIPB_00367	CDS	1227	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
GLHBOIPB_00368	CDS	879	php_1		COG1735	Phosphotriesterase homology protein
GLHBOIPB_00369	CDS	354				hypothetical protein
GLHBOIPB_00370	CDS	1305				hypothetical protein
GLHBOIPB_00371	CDS	1086	yhfS			putative protein YhfS
GLHBOIPB_00372	CDS	168				hypothetical protein
GLHBOIPB_00373	CDS	1374	cysG		COG0007	Siroheme synthase
GLHBOIPB_00374	CDS	807	nirC		COG2116	Nitrite transporter NirC
GLHBOIPB_00375	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
GLHBOIPB_00376	CDS	2544	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
GLHBOIPB_00377	CDS	1182	tsgA		COG0477	Protein TsgA
GLHBOIPB_00378	CDS	573	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
GLHBOIPB_00379	CDS	168	yhfG			putative protein YhfG
GLHBOIPB_00380	CDS	603	fic	2.7.7.-	COG2184	putative protein adenylyltransferase Fic
GLHBOIPB_00381	CDS	564	pabA	2.6.1.85	COG0512	Aminodeoxychorismate synthase component 2
GLHBOIPB_00382	CDS	1221	argD	2.6.1.11	COG4992	Acetylornithine/succinyldiaminopimelate aminotransferase
GLHBOIPB_00383	CDS	2091				hypothetical protein
GLHBOIPB_00384	CDS	633	crp		COG0664	cAMP-activated global transcriptional regulator CRP
GLHBOIPB_00385	CDS	405	yhfA		COG1765	Protein YhfA
GLHBOIPB_00386	CDS	870	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, plasmid
GLHBOIPB_00387	CDS	219				hypothetical protein
GLHBOIPB_00388	CDS	1023				hypothetical protein
GLHBOIPB_00389	CDS	1914	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
GLHBOIPB_00390	CDS	552	ywrO	1.6.99.-	COG2249	General stress protein 14
GLHBOIPB_00391	CDS	1806	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
GLHBOIPB_00392	CDS	201				hypothetical protein
GLHBOIPB_00393	CDS	591	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
GLHBOIPB_00394	CDS	219	slyX		COG2900	Protein SlyX 
GLHBOIPB_00395	CDS	813	fkpA	5.2.1.8	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA
GLHBOIPB_00396	CDS	723	dauR		COG2964	Transcriptional regulator DauR
GLHBOIPB_00397	CDS	387	tusD	2.8.1.-	COG1553	Sulfurtransferase TusD
GLHBOIPB_00398	CDS	360	tusC		COG2923	Protein TusC
GLHBOIPB_00399	CDS	288	tusB		COG2168	Protein TusB
GLHBOIPB_00400	CDS	375	rpsL		COG0048	30S ribosomal protein S12
GLHBOIPB_00401	CDS	471	rpsG		COG0049	30S ribosomal protein S7
GLHBOIPB_00402	CDS	2115	fusA		COG0480	Elongation factor G
GLHBOIPB_00403	CDS	1185	tuf1			Elongation factor Tu 1
GLHBOIPB_00404	CDS	2703	chiA			putative bifunctional chitinase/lysozyme
GLHBOIPB_00405	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
GLHBOIPB_00406	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
GLHBOIPB_00407	CDS	678	gspO		COG1989	Type 4 prepilin-like proteins leader peptide-processing enzyme
GLHBOIPB_00408	CDS	462	gspM			Putative type II secretion system protein M
GLHBOIPB_00409	CDS	1164	gspL		COG3297	Putative type II secretion system protein L
GLHBOIPB_00410	CDS	906	gspK		COG3156	Putative type II secretion system protein K
GLHBOIPB_00411	CDS	588	gspJ		COG4795	Putative type II secretion system protein J
GLHBOIPB_00412	CDS	378	gspI		COG2165	Putative type II secretion system protein I
GLHBOIPB_00413	CDS	510	gspH		COG2165	Putative type II secretion system protein H
GLHBOIPB_00414	CDS	438	gspG		COG2165	Putative type II secretion system protein G
GLHBOIPB_00415	CDS	1197	gspF		COG1459	Putative type II secretion system protein F
GLHBOIPB_00416	CDS	1482	gspE		COG2804	Putative type II secretion system protein E
GLHBOIPB_00417	CDS	1953	gspD		COG1450	Putative secretin GspD
GLHBOIPB_00418	CDS	816	gspC		COG3031	Putative type II secretion system protein C
GLHBOIPB_00419	CDS	1470	gspA_2			Putative general secretion pathway protein A
GLHBOIPB_00420	CDS	423	gspB			Putative general secretion pathway protein B
GLHBOIPB_00421	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
GLHBOIPB_00422	CDS	630	rplC		COG0087	50S ribosomal protein L3
GLHBOIPB_00423	CDS	606	rplD		COG0088	50S ribosomal protein L4
GLHBOIPB_00424	CDS	303	rplW		COG0089	50S ribosomal protein L23
GLHBOIPB_00425	CDS	822	rplB		COG0090	50S ribosomal protein L2
GLHBOIPB_00426	CDS	279	rpsS		COG0185	30S ribosomal protein S19
GLHBOIPB_00427	CDS	333	rplV		COG0091	50S ribosomal protein L22
GLHBOIPB_00428	CDS	702	rpsC		COG0092	30S ribosomal protein S3
GLHBOIPB_00429	CDS	411	rplP		COG0197	50S ribosomal protein L16
GLHBOIPB_00430	CDS	192	rpmC		COG0255	50S ribosomal protein L29
GLHBOIPB_00431	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
GLHBOIPB_00432	CDS	372	rplN		COG0093	50S ribosomal protein L14
GLHBOIPB_00433	CDS	315	rplX		COG0198	50S ribosomal protein L24
GLHBOIPB_00434	CDS	540	rplE		COG0094	50S ribosomal protein L5
GLHBOIPB_00435	CDS	306	rpsN		COG0199	30S ribosomal protein S14
GLHBOIPB_00436	CDS	393	rpsH		COG0096	30S ribosomal protein S8
GLHBOIPB_00437	CDS	534	rplF		COG0097	50S ribosomal protein L6
GLHBOIPB_00438	CDS	354	rplR		COG0256	50S ribosomal protein L18
GLHBOIPB_00439	CDS	504	rpsE		COG0098	30S ribosomal protein S5
GLHBOIPB_00440	CDS	180	rpmD		COG1841	50S ribosomal protein L30
GLHBOIPB_00441	CDS	435	rplO		COG0200	50S ribosomal protein L15
GLHBOIPB_00442	CDS	1332	secY		COG0201	Protein translocase subunit SecY
GLHBOIPB_00443	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
GLHBOIPB_00444	CDS	357	rpsM		COG0099	30S ribosomal protein S13
GLHBOIPB_00445	CDS	390	rpsK		COG0100	30S ribosomal protein S11
GLHBOIPB_00446	CDS	621	rpsD		COG0522	30S ribosomal protein S4
GLHBOIPB_00447	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
GLHBOIPB_00448	CDS	384	rplQ		COG0203	50S ribosomal protein L17
GLHBOIPB_00449	CDS	369				hypothetical protein
GLHBOIPB_00450	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
GLHBOIPB_00451	CDS	219	arfA		COG3036	Alternative ribosome-rescue factor A
GLHBOIPB_00452	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
GLHBOIPB_00453	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
GLHBOIPB_00454	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
GLHBOIPB_00455	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
GLHBOIPB_00456	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
GLHBOIPB_00457	CDS	1125				hypothetical protein
GLHBOIPB_00458	CDS	474	smg			Protein Smg
GLHBOIPB_00459	CDS	543	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
GLHBOIPB_00460	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
GLHBOIPB_00461	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
GLHBOIPB_00462	CDS	258				hypothetical protein
GLHBOIPB_00463	CDS	555	yrdA_1		COG0663	Protein YrdA
GLHBOIPB_00464	rRNA	1538				16S ribosomal RNA
GLHBOIPB_00465	tRNA	77				tRNA-Ile(gat)
GLHBOIPB_00466	tRNA	76				tRNA-Ala(tgc)
GLHBOIPB_00467	rRNA	2901				23S ribosomal RNA
GLHBOIPB_00468	rRNA	111				5S ribosomal RNA
GLHBOIPB_00469	tRNA	76				tRNA-Thr(ggt)
GLHBOIPB_00470	rRNA	111				5S ribosomal RNA
GLHBOIPB_00471	CDS	759	glnQ_1			Glutamine transport ATP-binding protein GlnQ
GLHBOIPB_00472	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
GLHBOIPB_00473	CDS	1182				hypothetical protein
GLHBOIPB_00474	CDS	1026	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
GLHBOIPB_00475	CDS	222				hypothetical protein
GLHBOIPB_00476	CDS	126				hypothetical protein
GLHBOIPB_00477	CDS	1767	acrF_1		COG0841	Multidrug export protein AcrF
GLHBOIPB_00478	CDS	1317	acrF_2		COG0841	Multidrug export protein AcrF
GLHBOIPB_00479	CDS	1158	acrE			Multidrug export protein AcrE
GLHBOIPB_00480	CDS	663	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
GLHBOIPB_00481	CDS	180				hypothetical protein
GLHBOIPB_00482	CDS	885	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
GLHBOIPB_00483	CDS	297	fis		COG2901	DNA-binding protein Fis
GLHBOIPB_00484	CDS	966	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
GLHBOIPB_00485	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
GLHBOIPB_00486	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
GLHBOIPB_00487	CDS	243	yhdT		COG3924	putative membrane protein YhdT
GLHBOIPB_00488	CDS	957		2.7.1.101	COG0524	Tagatose kinase
GLHBOIPB_00489	CDS	816	srlR_1		COG1349	Glucitol operon repressor
GLHBOIPB_00490	CDS	855	gatY_1	4.1.2.40		D-tagatose-1,6-bisphosphate aldolase subunit GatY
GLHBOIPB_00491	CDS	891	rbsB_1		COG1879	Ribose import binding protein RbsB
GLHBOIPB_00492	CDS	1500	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
GLHBOIPB_00493	CDS	990	rbsC_1		COG1172	Ribose import permease protein RbsC
GLHBOIPB_00494	CDS	963		2.7.1.101	COG0524	Tagatose kinase
GLHBOIPB_00495	CDS	1047				hypothetical protein
GLHBOIPB_00496	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
GLHBOIPB_00497	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
GLHBOIPB_00498	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
GLHBOIPB_00499	CDS	1941	csrD			RNase E specificity factor CsrD
GLHBOIPB_00500	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
GLHBOIPB_00501	CDS	1104	mreC		COG1792	Cell shape-determining protein MreC
GLHBOIPB_00502	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
GLHBOIPB_00503	CDS	594	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
GLHBOIPB_00504	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
GLHBOIPB_00505	CDS	3801				hypothetical protein
GLHBOIPB_00506	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
GLHBOIPB_00507	CDS	930	dmlR_2			HTH-type transcriptional regulator DmlR
GLHBOIPB_00508	CDS	204	aaeX			Protein AaeX
GLHBOIPB_00509	CDS	933	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
GLHBOIPB_00510	CDS	1968	aaeB_1		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
GLHBOIPB_00511	CDS	273	yhcO		COG2732	putative protein YhcO
GLHBOIPB_00512	CDS	264	bhsA_1			Multiple stress resistance protein BhsA
GLHBOIPB_00513	CDS	471	argR_1		COG1438	Arginine repressor
GLHBOIPB_00514	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
GLHBOIPB_00515	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
GLHBOIPB_00516	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
GLHBOIPB_00517	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
GLHBOIPB_00518	CDS	1128	zapE		COG1485	Cell division protein ZapE
GLHBOIPB_00519	CDS	429	rplM		COG0102	50S ribosomal protein L13
GLHBOIPB_00520	CDS	393	rpsI		COG0103	30S ribosomal protein S9
GLHBOIPB_00521	CDS	639	sspA		COG0625	Stringent starvation protein A
GLHBOIPB_00522	CDS	498	sspB		COG2969	Stringent starvation protein B
GLHBOIPB_00523	CDS	783	nanR_1		COG2186	HTH-type transcriptional repressor NanR
GLHBOIPB_00524	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
GLHBOIPB_00525	CDS	1491	nanT			Sialic acid transporter NanT
GLHBOIPB_00526	CDS	690	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
GLHBOIPB_00527	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
GLHBOIPB_00528	CDS	465	yhcH		COG2731	putative protein YhcH
GLHBOIPB_00529	CDS	1419	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
GLHBOIPB_00530	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
GLHBOIPB_00531	CDS	930				hypothetical protein
GLHBOIPB_00532	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
GLHBOIPB_00533	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
GLHBOIPB_00534	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
GLHBOIPB_00535	CDS	633	yrbL			putative protein YrbL
GLHBOIPB_00536	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
GLHBOIPB_00537	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
GLHBOIPB_00538	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
GLHBOIPB_00539	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
GLHBOIPB_00540	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
GLHBOIPB_00541	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
GLHBOIPB_00542	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
GLHBOIPB_00543	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
GLHBOIPB_00544	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
GLHBOIPB_00545	CDS	987	kdsD_1	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
GLHBOIPB_00546	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
GLHBOIPB_00547	CDS	810	mlaF	3.6.3.-	COG1127	Intermembrane phospholipid transport system ATP-binding protein MlaF
GLHBOIPB_00548	CDS	783	mlaE		COG0767	Intermembrane phospholipid transport system permease protein MlaE
GLHBOIPB_00549	CDS	552	mlaD		COG1463	Intermembrane phospholipid transport system binding protein MlaD
GLHBOIPB_00550	CDS	636	mlaC		COG2854	Intermembrane phospholipid transport system binding protein MlaC
GLHBOIPB_00551	CDS	294	mlaB		COG3113	Intermembrane phospholipid transport system binding protein MlaB
GLHBOIPB_00552	CDS	270	ibaG		COG5007	Acid stress protein IbaG
GLHBOIPB_00553	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
GLHBOIPB_00554	CDS	279				hypothetical protein
GLHBOIPB_00555	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
GLHBOIPB_00556	CDS	312	rplU		COG0261	50S ribosomal protein L21
GLHBOIPB_00557	CDS	258	rpmA		COG0211	50S ribosomal protein L27
GLHBOIPB_00558	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
GLHBOIPB_00559	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
GLHBOIPB_00560	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
GLHBOIPB_00561	CDS	477	greA		COG0782	Transcription elongation factor GreA
GLHBOIPB_00562	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
GLHBOIPB_00563	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
GLHBOIPB_00564	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
GLHBOIPB_00565	CDS	849	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
GLHBOIPB_00566	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
GLHBOIPB_00567	CDS	333	secG		COG1314	Protein-export membrane protein SecG
GLHBOIPB_00568	tRNA	87				tRNA-Leu(gag)
GLHBOIPB_00569	CDS	1518	yhbX_1	2.-.-.-	COG2194	Putative transferase YhbX
GLHBOIPB_00570	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
GLHBOIPB_00571	tRNA	77				tRNA-Met(cat)
GLHBOIPB_00572	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
GLHBOIPB_00573	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
GLHBOIPB_00574	CDS	2673	infB		COG0532	Translation initiation factor IF-2
GLHBOIPB_00575	CDS	402	rbfA		COG0858	30S ribosome-binding factor
GLHBOIPB_00576	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
GLHBOIPB_00577	CDS	270	rpsO		COG0184	30S ribosomal protein S15
GLHBOIPB_00578	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
GLHBOIPB_00579	CDS	885	nlpI		COG4785	Lipoprotein NlpI
GLHBOIPB_00580	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
GLHBOIPB_00581	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
GLHBOIPB_00582	CDS	1008				hypothetical protein
GLHBOIPB_00583	CDS	879				hypothetical protein
GLHBOIPB_00584	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
GLHBOIPB_00585	CDS	525	ubiJ_1			Ubiquinone biosynthesis accessory factor UbiJ
GLHBOIPB_00586	CDS	504				hypothetical protein
GLHBOIPB_00587	CDS	303				hypothetical protein
GLHBOIPB_00588	CDS	423				hypothetical protein
GLHBOIPB_00589	CDS	636				hypothetical protein
GLHBOIPB_00590	CDS	1041				hypothetical protein
GLHBOIPB_00591	CDS	576	osmY_1		COG2823	Osmotically-inducible protein Y
GLHBOIPB_00592	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
GLHBOIPB_00593	CDS	396				hypothetical protein
GLHBOIPB_00594	CDS	2037	lpoA		COG3107	Penicillin-binding protein activator LpoA
GLHBOIPB_00595	CDS	864	rsmI_1	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
GLHBOIPB_00596	CDS	714	nagB_1	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
GLHBOIPB_00597	CDS	792	manZ_1		COG3716	PTS system mannose-specific EIID component
GLHBOIPB_00598	CDS	804	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
GLHBOIPB_00599	CDS	477	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
GLHBOIPB_00600	CDS	861	kbaY_3	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
GLHBOIPB_00601	CDS	1155	agaS	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
GLHBOIPB_00602	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
GLHBOIPB_00603	CDS	435	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
GLHBOIPB_00604	CDS	879	manZ_2		COG3716	PTS system mannose-specific EIID component
GLHBOIPB_00605	CDS	780	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
GLHBOIPB_00606	CDS	474	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
GLHBOIPB_00607	CDS	1281	kbaZ_1		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
GLHBOIPB_00608	CDS	810	srlR_2		COG1349	Glucitol operon repressor
GLHBOIPB_00609	CDS	465	yhaV	3.1.-.-		Ribonuclease toxin YhaV
GLHBOIPB_00610	CDS	336	prlF		COG2002	Antitoxin PrlF
GLHBOIPB_00611	CDS	1572	garD_1	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
GLHBOIPB_00612	CDS	1335	garP			putative galactarate transporter
GLHBOIPB_00613	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
GLHBOIPB_00614	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
GLHBOIPB_00615	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
GLHBOIPB_00616	CDS	939	tsaR			HTH-type transcriptional regulator TsaR
GLHBOIPB_00617	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
GLHBOIPB_00618	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
GLHBOIPB_00619	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
GLHBOIPB_00620	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
GLHBOIPB_00621	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
GLHBOIPB_00622	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
GLHBOIPB_00623	CDS	1332	dlsT		COG0814	putative serine transporter
GLHBOIPB_00624	CDS	1311				hypothetical protein
GLHBOIPB_00625	CDS	165				hypothetical protein
GLHBOIPB_00626	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
GLHBOIPB_00627	CDS	897	yhaJ_1			HTH-type transcriptional regulator YhaJ
GLHBOIPB_00628	CDS	369	yhaH		COG3152	Inner membrane protein YhaH
GLHBOIPB_00629	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
GLHBOIPB_00630	CDS	483	yqjF		COG2259	Inner membrane protein YqjF
GLHBOIPB_00631	CDS	300				hypothetical protein
GLHBOIPB_00632	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
GLHBOIPB_00633	CDS	306	yqjD		COG4575	putative protein YqjD
GLHBOIPB_00634	CDS	369	yqjC			Protein YqjC
GLHBOIPB_00635	CDS	384	mzrA			Modulator protein MzrA
GLHBOIPB_00636	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
GLHBOIPB_00637	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
GLHBOIPB_00638	CDS	1299	exuT_1			Hexuronate transporter
GLHBOIPB_00639	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
GLHBOIPB_00640	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
GLHBOIPB_00641	CDS	552	ygjV			Inner membrane protein YgjV
GLHBOIPB_00642	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
GLHBOIPB_00643	CDS	966	alx		COG0861	Putative membrane-bound redox modulator Alx
GLHBOIPB_00644	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
GLHBOIPB_00645	CDS	693				hypothetical protein
GLHBOIPB_00646	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
GLHBOIPB_00647	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
GLHBOIPB_00648	CDS	417	higA_1		COG5499	Antitoxin HigA
GLHBOIPB_00649	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
GLHBOIPB_00650	CDS	2352	ygjK	3.2.1.-		Glucosidase YgjK
GLHBOIPB_00651	CDS	1071				hypothetical protein
GLHBOIPB_00652	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
GLHBOIPB_00653	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
GLHBOIPB_00654	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
