locus_tag	ftype	length_bp	gene	EC_number	COG	product
MPKLEMIK_00340	CDS	711	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
MPKLEMIK_00341	CDS	738	cbiM		COG0310	Cobalt transport protein CbiM
MPKLEMIK_00342	CDS	282	cbiN		COG1930	Cobalt transport protein CbiN
MPKLEMIK_00343	CDS	678	cbiQ		COG0619	Cobalt transport protein CbiQ
MPKLEMIK_00344	CDS	825	cbiO	7.-.-.-	COG1122	Cobalt import ATP-binding protein CbiO
MPKLEMIK_00345	CDS	1524	cobQ			Cobyric acid synthase
MPKLEMIK_00346	CDS	546	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
MPKLEMIK_00347	CDS	1056	cobT_1	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
MPKLEMIK_00348	tRNA	77				tRNA-Met(cat)
MPKLEMIK_00349	tRNA	76				tRNA-Thr(tgt)
MPKLEMIK_00350	CDS	579				hypothetical protein
MPKLEMIK_00351	CDS	909				hypothetical protein
MPKLEMIK_00352	CDS	378	rusA	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
MPKLEMIK_00353	CDS	810	dam_1	2.1.1.72	COG0338	DNA adenine methylase
MPKLEMIK_00354	CDS	969				hypothetical protein
MPKLEMIK_00355	CDS	180				hypothetical protein
MPKLEMIK_00356	CDS	453				hypothetical protein
MPKLEMIK_00357	CDS	477				hypothetical protein
MPKLEMIK_00358	CDS	1155				hypothetical protein
MPKLEMIK_00359	CDS	918	rdgC_1		COG2974	Recombination-associated protein RdgC
MPKLEMIK_00360	CDS	300				hypothetical protein
MPKLEMIK_00361	CDS	744				hypothetical protein
MPKLEMIK_00362	CDS	135				hypothetical protein
MPKLEMIK_00363	CDS	345				hypothetical protein
MPKLEMIK_00364	CDS	729				hypothetical protein
MPKLEMIK_00365	CDS	564				hypothetical protein
MPKLEMIK_00366	CDS	264				hypothetical protein
MPKLEMIK_00367	CDS	468	abgT_1		COG2978	p-aminobenzoyl-glutamate transport protein
MPKLEMIK_00368	CDS	159				hypothetical protein
MPKLEMIK_00369	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
MPKLEMIK_00370	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
MPKLEMIK_00371	CDS	951	uspE		COG0589	Universal stress protein E
MPKLEMIK_00372	CDS	222				hypothetical protein
MPKLEMIK_00373	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
MPKLEMIK_00374	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
MPKLEMIK_00375	CDS	951	ydgH			Protein YdgH
MPKLEMIK_00376	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
MPKLEMIK_00377	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
MPKLEMIK_00378	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
MPKLEMIK_00379	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
MPKLEMIK_00380	CDS	363				hypothetical protein
MPKLEMIK_00381	CDS	1302	rstB	2.7.13.3		Sensor protein RstB
MPKLEMIK_00382	CDS	933	tus			DNA replication terminus site-binding protein
MPKLEMIK_00383	CDS	1401	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
MPKLEMIK_00384	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
MPKLEMIK_00385	CDS	1179	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
MPKLEMIK_00386	CDS	1527	ydgA		COG5339	Protein YdgA
MPKLEMIK_00387	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
MPKLEMIK_00388	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
MPKLEMIK_00389	CDS	1173	malY		COG1168	Protein MalY
MPKLEMIK_00390	CDS	1029	zntB_1		COG0598	Zinc transport protein ZntB
MPKLEMIK_00391	CDS	204	ydfZ			Putative selenoprotein YdfZ
MPKLEMIK_00392	CDS	480				hypothetical protein
MPKLEMIK_00393	CDS	354				hypothetical protein
MPKLEMIK_00394	CDS	1209				hypothetical protein
MPKLEMIK_00395	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
MPKLEMIK_00396	CDS	393	ydfO		COG5562	putative protein YdfO
MPKLEMIK_00397	CDS	159				hypothetical protein
MPKLEMIK_00398	CDS	999	gap_2	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
MPKLEMIK_00399	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
MPKLEMIK_00400	CDS	801	ydcF		COG1434	Protein YdcF
MPKLEMIK_00401	CDS	1326	abaF_1			Fosfomycin resistance protein AbaF
MPKLEMIK_00402	CDS	1431	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
MPKLEMIK_00403	CDS	996	astE_1	3.5.1.96	COG2988	Succinylglutamate desuccinylase
MPKLEMIK_00404	CDS	1341	astB_1	3.5.3.23	COG3724	N-succinylarginine dihydrolase
MPKLEMIK_00405	CDS	1434	astD_2	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
MPKLEMIK_00406	CDS	1023	astA_1	2.3.1.109	COG3138	Arginine N-succinyltransferase
MPKLEMIK_00407	CDS	1206	astC_1	2.6.1.81	COG4992	Succinylornithine transaminase
MPKLEMIK_00408	CDS	1275	gdhA_1	1.4.1.3	COG0334	Glutamate dehydrogenase
MPKLEMIK_00409	CDS	999	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
MPKLEMIK_00410	CDS	948	pgrR_3			HTH-type transcriptional regulator PgrR
MPKLEMIK_00411	CDS	432	slyA_1		COG1846	Transcriptional regulator SlyA
MPKLEMIK_00412	CDS	1653				hypothetical protein
MPKLEMIK_00413	CDS	1086	emrA_2			Colistin resistance protein EmrA
MPKLEMIK_00414	CDS	1380	oprM_1		COG1538	Outer membrane protein OprM
MPKLEMIK_00415	CDS	660		2.1.1.6	COG4122	Catechol O-methyltransferase
MPKLEMIK_00416	CDS	3903				hypothetical protein
MPKLEMIK_00417	CDS	606	azoR_1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
MPKLEMIK_00418	CDS	408				hypothetical protein
MPKLEMIK_00419	CDS	597	yrdA_1		COG0663	Protein YrdA
MPKLEMIK_00420	CDS	936	paaX		COG3327	Transcriptional repressor PaaX
MPKLEMIK_00421	CDS	1317	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
MPKLEMIK_00422	CDS	1206	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
MPKLEMIK_00423	CDS	423	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
MPKLEMIK_00424	CDS	1422	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
MPKLEMIK_00425	CDS	789	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
MPKLEMIK_00426	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
MPKLEMIK_00427	CDS	1071	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
MPKLEMIK_00428	CDS	498	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
MPKLEMIK_00429	CDS	756	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
MPKLEMIK_00430	CDS	288	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
MPKLEMIK_00431	CDS	930	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
MPKLEMIK_00432	CDS	2046	paaZ		COG2030	Bifunctional protein PaaZ
MPKLEMIK_00433	CDS	2268	maoA	1.4.3.21	COG3733	Primary amine oxidase
MPKLEMIK_00434	CDS	951				hypothetical protein
MPKLEMIK_00435	CDS	819				hypothetical protein
MPKLEMIK_00436	CDS	1173	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
MPKLEMIK_00437	CDS	675				hypothetical protein
MPKLEMIK_00438	CDS	435				hypothetical protein
MPKLEMIK_00439	CDS	1260	czcO	1.-.-.-	COG2072	putative oxidoreductase CzcO
MPKLEMIK_00440	CDS	915	hdfR_1			HTH-type transcriptional regulator HdfR
MPKLEMIK_00441	CDS	1521	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MPKLEMIK_00442	CDS	873				hypothetical protein
MPKLEMIK_00443	CDS	831	fliY_2		COG0834	L-cystine-binding protein FliY
MPKLEMIK_00444	CDS	732	novR	4.1.-.-		Decarboxylase NovR
MPKLEMIK_00445	CDS	891		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MPKLEMIK_00446	CDS	1500	feaB_1	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
MPKLEMIK_00447	CDS	903	feaR		COG2207	Transcriptional activator FeaR
MPKLEMIK_00448	CDS	324				hypothetical protein
MPKLEMIK_00449	CDS	186				hypothetical protein
MPKLEMIK_00450	CDS	2640				hypothetical protein
MPKLEMIK_00451	CDS	501	yabI_1		COG0586	Inner membrane protein YabI
MPKLEMIK_00452	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
MPKLEMIK_00453	CDS	441	hslJ		COG3187	Heat shock protein HslJ
MPKLEMIK_00454	CDS	264				hypothetical protein
MPKLEMIK_00455	CDS	3528	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
MPKLEMIK_00456	CDS	1155	ompN_1		COG3203	Outer membrane porin N
MPKLEMIK_00457	CDS	213				hypothetical protein
MPKLEMIK_00458	CDS	435	uspF		COG0589	Universal stress protein F
MPKLEMIK_00459	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
MPKLEMIK_00460	CDS	1374	dbpA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
MPKLEMIK_00461	CDS	984	zntB_2		COG0598	Zinc transport protein ZntB
MPKLEMIK_00462	CDS	744	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
MPKLEMIK_00463	CDS	1119	ydgJ_1	1.-.-.-	COG0673	putative oxidoreductase YdgJ
MPKLEMIK_00464	CDS	195				hypothetical protein
MPKLEMIK_00465	CDS	747				hypothetical protein
MPKLEMIK_00466	CDS	1380	aroP_1		COG1113	Aromatic amino acid transport protein AroP
MPKLEMIK_00467	CDS	480	lrp_1		COG1522	Leucine-responsive regulatory protein
MPKLEMIK_00468	CDS	615				hypothetical protein
MPKLEMIK_00469	CDS	324	tyrB_1	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
MPKLEMIK_00470	CDS	873	tyrB_2	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
MPKLEMIK_00471	CDS	669	metI_2		COG2011	D-methionine transport system permease protein MetI
MPKLEMIK_00472	CDS	1026	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
MPKLEMIK_00473	CDS	807	metQ_2		COG1464	putative D-methionine-binding lipoprotein MetQ
MPKLEMIK_00474	CDS	1176	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
MPKLEMIK_00475	CDS	1035		1.3.1.103		2-haloacrylate reductase
MPKLEMIK_00476	CDS	549				hypothetical protein
MPKLEMIK_00477	CDS	912				hypothetical protein
MPKLEMIK_00478	CDS	867	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
MPKLEMIK_00479	CDS	924	nodD2_2			Nodulation protein D 2
MPKLEMIK_00480	CDS	906	pgrR_4			HTH-type transcriptional regulator PgrR
MPKLEMIK_00481	CDS	930				hypothetical protein
MPKLEMIK_00482	CDS	207				hypothetical protein
MPKLEMIK_00483	CDS	879	rhaS_5			HTH-type transcriptional activator RhaS
MPKLEMIK_00484	CDS	756	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MPKLEMIK_00485	CDS	594	bdcR			HTH-type transcriptional repressor BdcR
MPKLEMIK_00486	CDS	714	bdcA_1		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
MPKLEMIK_00487	CDS	495				hypothetical protein
MPKLEMIK_00488	CDS	543				hypothetical protein
MPKLEMIK_00489	CDS	1086				hypothetical protein
MPKLEMIK_00490	CDS	1755				hypothetical protein
MPKLEMIK_00491	CDS	1593				hypothetical protein
MPKLEMIK_00492	CDS	3429				hypothetical protein
MPKLEMIK_00493	CDS	1140				hypothetical protein
MPKLEMIK_00494	CDS	258				hypothetical protein
MPKLEMIK_00495	CDS	1500				hypothetical protein
MPKLEMIK_00496	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
MPKLEMIK_00497	CDS	567	efp		COG0231	Elongation factor P
MPKLEMIK_00498	CDS	132				hypothetical protein
MPKLEMIK_00499	CDS	192				hypothetical protein
MPKLEMIK_00500	CDS	318	gdx		COG2076	Guanidinium exporter
MPKLEMIK_00501	CDS	534	blc_1		COG3040	Outer membrane lipoprotein Blc
MPKLEMIK_00502	CDS	360	frdD		COG3080	Fumarate reductase subunit D
MPKLEMIK_00503	CDS	396	frdC		COG3029	Fumarate reductase subunit C
MPKLEMIK_00504	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
MPKLEMIK_00505	CDS	1791	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MPKLEMIK_00506	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
MPKLEMIK_00507	CDS	1503	yjeM			Inner membrane transporter YjeM
MPKLEMIK_00508	CDS	3330	mscM		COG3264	Miniconductance mechanosensitive channel MscM
MPKLEMIK_00509	CDS	963	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
MPKLEMIK_00510	CDS	1062	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
MPKLEMIK_00511	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
MPKLEMIK_00512	CDS	732	artJ_1		COG0834	ABC transporter arginine-binding protein 1
MPKLEMIK_00513	tRNA	76				tRNA-Gly(gcc)
MPKLEMIK_00514	tRNA	76				tRNA-Gly(gcc)
MPKLEMIK_00515	tRNA	76				tRNA-Gly(gcc)
MPKLEMIK_00516	CDS	1140	queG	1.17.99.6		Epoxyqueuosine reductase
MPKLEMIK_00517	CDS	1512	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
MPKLEMIK_00518	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MPKLEMIK_00519	CDS	1353	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
MPKLEMIK_00520	CDS	1860	mutL		COG0323	DNA mismatch repair protein MutL
MPKLEMIK_00521	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
MPKLEMIK_00522	CDS	309	hfq		COG1923	RNA-binding protein Hfq
MPKLEMIK_00523	CDS	1281	hflX		COG2262	GTPase HflX
MPKLEMIK_00524	CDS	1263	hflK		COG0330	Modulator of FtsH protease HflK
MPKLEMIK_00525	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
MPKLEMIK_00526	CDS	294				hypothetical protein
MPKLEMIK_00527	CDS	198				hypothetical protein
MPKLEMIK_00528	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MPKLEMIK_00529	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
MPKLEMIK_00530	CDS	2433	rnr	3.1.13.1	COG0557	Ribonuclease R
MPKLEMIK_00531	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MPKLEMIK_00532	CDS	1638	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
MPKLEMIK_00533	CDS	276				hypothetical protein
MPKLEMIK_00534	CDS	309	bsmA			Lipoprotein BsmA
MPKLEMIK_00535	CDS	717				hypothetical protein
MPKLEMIK_00536	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
MPKLEMIK_00537	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
MPKLEMIK_00538	CDS	1401	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
MPKLEMIK_00539	CDS	306	ulaB_2	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
MPKLEMIK_00540	CDS	468	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
MPKLEMIK_00541	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
MPKLEMIK_00542	CDS	855	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
MPKLEMIK_00543	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
MPKLEMIK_00544	CDS	1194	yfcJ_1			putative MFS-type transporter YfcJ
MPKLEMIK_00545	CDS	276				hypothetical protein
MPKLEMIK_00546	CDS	396	rpsF		COG0360	30S ribosomal protein S6
MPKLEMIK_00547	CDS	315	priB		COG2965	Primosomal replication protein N
MPKLEMIK_00548	CDS	228	rpsR		COG0238	30S ribosomal protein S18
MPKLEMIK_00549	CDS	450	rplI		COG0359	50S ribosomal protein L9
MPKLEMIK_00550	CDS	675				hypothetical protein
MPKLEMIK_00551	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
MPKLEMIK_00552	CDS	1404	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
MPKLEMIK_00553	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
MPKLEMIK_00554	CDS	972	ytfF			Inner membrane protein YtfF
MPKLEMIK_00555	CDS	825	rhaS_6			HTH-type transcriptional activator RhaS
MPKLEMIK_00556	CDS	849	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
MPKLEMIK_00557	CDS	372				hypothetical protein
MPKLEMIK_00558	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
MPKLEMIK_00559	CDS	744	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
MPKLEMIK_00560	CDS	558	ytfJ		COG3054	putative protein YtfJ
MPKLEMIK_00561	CDS	207				hypothetical protein
MPKLEMIK_00562	CDS	873	araC_1			Arabinose operon regulatory protein
MPKLEMIK_00563	CDS	2010	bgaA	3.2.1.23	COG1874	Beta-galactosidase BgaA
MPKLEMIK_00564	CDS	1233	rafB_1			Raffinose permease
MPKLEMIK_00565	CDS	1338				hypothetical protein
MPKLEMIK_00566	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
MPKLEMIK_00567	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
MPKLEMIK_00568	CDS	3777	tamB		COG2911	Translocation and assembly module subunit TamB
MPKLEMIK_00569	CDS	345	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein ytfP
MPKLEMIK_00570	CDS	96				hypothetical protein
MPKLEMIK_00571	CDS	1188				hypothetical protein
MPKLEMIK_00572	CDS	531	ppa_1	3.6.1.1	COG0221	Inorganic pyrophosphatase
MPKLEMIK_00573	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
MPKLEMIK_00574	CDS	1503	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
MPKLEMIK_00575	CDS	1026	ytfT			Inner membrane ABC transporter permease protein YtfT
MPKLEMIK_00576	CDS	999	yjfF			Inner membrane ABC transporter permease protein YjfF
MPKLEMIK_00577	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
MPKLEMIK_00578	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
MPKLEMIK_00579	CDS	531				hypothetical protein
MPKLEMIK_00580	CDS	1209				hypothetical protein
MPKLEMIK_00581	CDS	552				hypothetical protein
MPKLEMIK_00582	CDS	1341	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
MPKLEMIK_00583	CDS	387	cybC		COG3783	Soluble cytochrome b562
MPKLEMIK_00584	CDS	456				hypothetical protein
MPKLEMIK_00585	CDS	363				hypothetical protein
MPKLEMIK_00586	CDS	300				hypothetical protein
MPKLEMIK_00587	CDS	777				hypothetical protein
MPKLEMIK_00588	CDS	645				hypothetical protein
MPKLEMIK_00589	CDS	1134		3.1.1.-	COG3964	Deacetylase
MPKLEMIK_00590	CDS	1119	dgaE	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
MPKLEMIK_00591	CDS	741	dgaF	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
MPKLEMIK_00592	CDS	1155	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
MPKLEMIK_00593	CDS	1911	licR		COG1762	putative licABCH operon regulator
MPKLEMIK_00594	CDS	243	relB		COG3077	Antitoxin RelB
MPKLEMIK_00595	CDS	285	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
MPKLEMIK_00596	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
MPKLEMIK_00597	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
MPKLEMIK_00598	CDS	744	hexR_1		COG1737	HTH-type transcriptional regulator HexR
MPKLEMIK_00599	CDS	309	celA_1	2.7.1.205		PTS system cellobiose-specific EIIB component
MPKLEMIK_00600	CDS	1308	licH_1	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
MPKLEMIK_00601	CDS	1353	licC_2		COG1455	Lichenan permease IIC component
MPKLEMIK_00602	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
MPKLEMIK_00603	CDS	1419	treB		COG1263	PTS system trehalose-specific EIIBC component
MPKLEMIK_00604	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
MPKLEMIK_00605	CDS	2709	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
MPKLEMIK_00606	CDS	387	ridA_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MPKLEMIK_00607	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
MPKLEMIK_00608	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
MPKLEMIK_00609	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
MPKLEMIK_00610	CDS	975	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
MPKLEMIK_00611	CDS	834	frlD	2.7.1.-	COG0524	Fructosamine kinase FrlD
MPKLEMIK_00612	CDS	1566	ade	3.5.4.2		Adenine deaminase
MPKLEMIK_00613	CDS	1419				hypothetical protein
MPKLEMIK_00614	CDS	726	yurK		COG2188	putative HTH-type transcriptional regulator YurK
MPKLEMIK_00615	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
MPKLEMIK_00616	CDS	423	rraB		COG3076	Regulator of ribonuclease activity B
MPKLEMIK_00617	CDS	765				hypothetical protein
MPKLEMIK_00618	CDS	504				hypothetical protein
MPKLEMIK_00619	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
MPKLEMIK_00620	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
MPKLEMIK_00621	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
MPKLEMIK_00622	CDS	1098	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
MPKLEMIK_00623	CDS	1083	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
MPKLEMIK_00624	CDS	1503				hypothetical protein
MPKLEMIK_00625	CDS	822	iolI	5.3.99.11	COG1082	Inosose isomerase
MPKLEMIK_00626	CDS	1506	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
MPKLEMIK_00627	CDS	810	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
MPKLEMIK_00628	CDS	1644	pckA_1	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
MPKLEMIK_00629	CDS	894	yjiE			HTH-type transcriptional regulator YjiE
MPKLEMIK_00630	CDS	720	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MPKLEMIK_00631	CDS	876	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
MPKLEMIK_00632	CDS	1287				hypothetical protein
MPKLEMIK_00633	CDS	915	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MPKLEMIK_00634	CDS	1065	livJ_1		COG0683	Leu/Ile/Val/Thr-binding protein
MPKLEMIK_00635	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
MPKLEMIK_00636	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
MPKLEMIK_00637	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
MPKLEMIK_00638	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
MPKLEMIK_00639	CDS	942	tsaR_1			HTH-type transcriptional regulator TsaR
MPKLEMIK_00640	CDS	801				hypothetical protein
MPKLEMIK_00641	CDS	1014				hypothetical protein
MPKLEMIK_00642	CDS	747				hypothetical protein
MPKLEMIK_00643	CDS	816			COG1305	putative protein
MPKLEMIK_00644	CDS	930			COG2307	putative protein
MPKLEMIK_00645	CDS	1440			COG2308	putative protein
MPKLEMIK_00646	CDS	1746	treA	3.2.1.28	COG1626	Periplasmic trehalase
MPKLEMIK_00647	CDS	2121	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
MPKLEMIK_00648	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
MPKLEMIK_00649	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
MPKLEMIK_00650	CDS	1734	cvrA		COG3263	K(+)/H(+) antiporter NhaP2
MPKLEMIK_00651	CDS	1071	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
MPKLEMIK_00652	CDS	1299	dadA_1	1.4.99.-		D-amino acid dehydrogenase
MPKLEMIK_00653	CDS	1533				hypothetical protein
MPKLEMIK_00654	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
MPKLEMIK_00655	CDS	1551	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
MPKLEMIK_00656	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
MPKLEMIK_00657	CDS	345	yeaR_1		COG3615	putative protein YeaR
MPKLEMIK_00658	CDS	447				hypothetical protein
MPKLEMIK_00659	CDS	660	ycgM		COG0179	putative protein YcgM
MPKLEMIK_00660	CDS	282	ycgL		COG3100	Protein YcgL
MPKLEMIK_00661	CDS	699	minC		COG0850	Septum site-determining protein MinC
MPKLEMIK_00662	CDS	813	minD		COG2894	Septum site-determining protein MinD
MPKLEMIK_00663	CDS	270	minE		COG0851	Cell division topological specificity factor
MPKLEMIK_00664	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
MPKLEMIK_00665	CDS	1719	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
MPKLEMIK_00666	CDS	582	slp		COG3065	Outer membrane protein Slp
